Дата публикации;Статус;ФЗ;Проект;Способ закупки;URL;Организатор;ИНН;Менеджер компании;СМП;Название;Комментарий;ПО, Бренд;ПО, шт;Терминал, Бренд;БТ, шт;Видео, бренд;Видео, шт;ДУТ, Бренд;ДУТ, шт;Регион;Сделок в АМО;Участники;Победитель
24 декабря 2025 г.;Не участвуем;44;СМТ;Электронный аукцион;https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0859200001125016519;"ГКУ РО ""ЦЕНТР ЗАКУПОК РЯЗАНСКОЙ ОБЛАСТИ""";6234151768;;Нет;Оказание услуг по техническому сопровождению навигационно-информационного комплекса для мониторинга транспорта скорой медицинской помощи;M2M CyberFleet®;CyberFleet;53;;;;;;;Рязанская область;;;
24 декабря 2025 г.;Не участвуем;СНГ;СМТ;Запрос котировок;https://goszakup.gov.kz/ru/announce/index/15855651;930540000289 Акционерное общество «Трамвайное управление города Павлодара» имени Д.Д. Махмудова»;930540000289;;Нет;Услуга по обслуживанию оборудования;Реагирование 3 дня. Сервис. Ремонт - 1 дня от заявки;Общие требования;147;;;;;;;Республика Казахстан;;;
24 декабря 2025 г.;Не участвуем;СНГ;СМТ;Запрос котировок;https://goszakup.gov.kz/ru/announce/index/15855735;930540000289 Акционерное общество «Трамвайное управление города Павлодара» имени Д.Д. Махмудова»;930540000289;;Нет;Услуги по техническому обслуживанию;время реагирования 30 минут. Наличие договора на доступ к go2.bus-pvl.kz , подменный фонд;Другое;174;;;;;;;Республика Казахстан;;;
24 декабря 2025 г.;Не участвуем;СНГ;СМТ;Открытый конкурс;https://goszakup.gov.kz/ru/announce/index/15853142;"021240001744 Акционерное общество ""Астана - Региональная Электросетевая Компания""";021240001744;;Нет;Услуги GPS мониторинга на 2026 год;терминалы в аренду. Терминалы - СИ, поверенные;Общие требования;190;;;;;;;Республика Казахстан;;;
25 декабря 2025 г.;Не участвуем;223;СМТ;Запрос котировок;https://rks.sevzakaz.ru/zakupki-malogo-obema/oos-rks-001-001/oos-rks-001-002?j&paramPurch=527876915&purchaseNumParam=05745000001202500090&paramPurchase=527876915;"ГУП ""СЕВЭЛЕКТРОАВТОТРАНС ИМ. А.С.КРУПОДЁРОВА""";9204001440;;Нет;Поставка приборов спутниковой навигации;;;;АСН;19;;;;;Севастополь;;;
25 декабря 2025 г.;Не участвуем;223;СМТ;Запрос котировок;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=19230738;"АО  ""УПРАВЛЕНИЕ ПО ОБРАЩЕНИЮ С ОТХОДАМИ""";6501269229;;Нет;на оказание услуг по информационному обслуживанию навигационного оборудования спутникового мониторинга транспортных средств ГЛОНАСС/GPS и обеспечение доступа к программным средствам управления транспортом.;Установлены Галилеоскай, Навтелеком, ДУТ Эскорт, Италон;Общие требования;250;;;;;;;Сахалинская область;;;
25 декабря 2025 г.;Не участвуем;223;ТМ;Прочее;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=19227026;"АО ""ЭКОЛОГИЯ""";6316289125;;Нет;оказание услуг по автоматизированному проведению предрейсовых/послерейсовых медицинских осмотров водителей/работников АО «Экология» с помощью программно - аппаратного комплекса»;2 ПАК , количество мо не ограничено, привлечение третьих лиц не запрещено;;;;;;;;;Самарская область;;;
25 декабря 2025 г.;Не участвуем;44;СМТ;Запрос котировок;https://zakupki.gov.ru/epz/order/notice/zk20/view/common-info.html?regNumber=0373200554725000058;"ГБУ ""АВТОМОБИЛЬНЫЕ ДОРОГИ СВАО""";7717709594;;Да;"Оказание услуг по установке блоков бортового навигационно-связного оборудования и датчиков уровня топлива на транспортных средствах ГБУ ""Автомобильные дороги СВАО""";только монтади терминалов Галилеоскай 19 ед. и ДУТ Эскорт ТД-150 18 ед.;;;;;;;;;Москва;;;
25 декабря 2025 г.;Не участвуем;44;СМТ;Электронный аукцион;https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0348100008225000015;"ФГБНУ ВНИИ ""РАДУГА""";5070011870;;Да;Оказание услуг по абонентскому обслуживанию оборудования спутникового мониторинга автотранспорта (ГЛОНАСС);и вот это в комментарий: Установка стороннего диспетчерского ПО не допускается в связи с тем, что у Заказчика данные с БНСО и данные с датчиков контроля рабочих органов по 965 (девятьсот шестьдесят пять) ТС передаются в ПО «Навигационно-информационная система» (доступ к навигационноинформационной системе мониторинга транспорта осуществляется по адресу: https://control.t1- group.ru).;Другое;965;;;;;;;Московская область;;;
25 декабря 2025 г.;Не участвуем;ГК;СМТ;Конкурс;https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/24/0/0/3706611;Общество с ограниченной ответственностью «Новые транспортные системы»;7704314221;Тимофеев Д.;Нет;Закупка оборудования системы спутникового мониторинга, программного обеспечения и оказание сопутствующих услуг;работы по заявкам;Общие требования;1;Общие требования;1;;;;;Москва;1;;
25 декабря 2025 г.;Не участвуем;ГК;СМТ;Прочее;https://www.rts-tender.ru/poisk/id/l4281914-4-11-1/;"Общество с ограниченной ответственностью ""Белоярская АЭС - Авто""";6639019528;Миронов М.;Нет;Оказание услуг по установке и обслуживанию оборудования ГЛОНАСС/GPS автоматизированного программно-аппаратного комплекса управления транспортом «АвтоГРАФ»;сервис терминалов и ДУТ;Техноком;24;Общие требования;6;;;Общие требования;12;Свердловская область;6;;
25 декабря 2025 г.;Не участвуем;ГК;СМТ;Прочее;https://www.tender.pro/api/tender/1131732/view_public;"Общество с ограниченной ответственностью ""Литейно-механический завод ""СКАД""";2465072918;;Нет;"Оказание услуг по мониторингу транспорта системами ГЛОНАСС для ООО ""ЛМЗ ""СКАД"" в 2026 году. (id1131732)";интеграция 1 С транспортная логистика;Другое;19;;;;;;;Красноярский край;;;
25 декабря 2025 г.;Не участвуем;СНГ;СМТ;Запрос котировок;https://goszakup.gov.kz/ru/announce/index/15855701;"960640000377 Коммунальное государственное предприятие на праве хозяйственного ведения ""ТАЗА ӨСКЕМЕН"" акимата города Усть-Каменогорска";960640000377;;Нет;Услуги мониторинга за автотранспортными средствами посредством системы GPS-мониторинга;;Форт;150;;;;;;;Республика Казахстан;;"Фортсистемс Плюс
Alchin";Фортсистемс Плюс
25 декабря 2025 г.;Не участвуем;СНГ;СМТ;Запрос котировок;https://goszakup.gov.kz/ru/announce/index/15857745;"981240000031 Государственное коммунальное предприятие на праве хозяйственного ведения ""Кокшетау Жылу"" при акимате города Кокшетау";981240000031;;Нет;Услуга по обеспечению доступа к программному приложению, мониторинга транспортного средства и аренда GPS трекера сроком на 12 месяцев;аренда трекеров 20 ед.;Омникомм;37;;20;;;;;Республика Казахстан;;"Alchin
Multitrack";Alchin
25 декабря 2025 г.;Не участвуем;СНГ;СМТ;Конкурс;https://www.ets-tender.kz/market/view.html?id=2079524;"ТОО ""ЖЭС""";061040004947;;Нет;GPS мониторинг транспортных средств;Аренда GPS оборудования;Общие требования;309;Общие требования;309;;;;;Республика Казахстан;;;
26 декабря 2025 г.;Не участвуем;223;СМТ;Запрос котировок;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=19233645;"ООО ""НИЖНЕВАРТОВСК АЭРО""";7325133743;;Нет;Оказание услуг по сервисному обслуживанию оборудова-ния системы спутникового мониторинга и контроля транс-порта, предоставление данных о местонахождении и ско-рости контролируемых средств, предоставление данных по истории движения контролируемых средств, в виде отчетов или отображение траектории, расчет пробега. Предостав-ление СИМ карты с ежемесячной оплатой;ед. расценки, количество тс не указано, монтаж и демонтаж терминалов и дут;Общие требования;1;;;;;;;Ханты-Мансийский Автономный округ - Югра АО;1;;
26 декабря 2025 г.;Не участвуем;223;ТМ;Открытый запрос предложений;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=19235740;"ПАО ""ФОРВАРД ЭНЕРГО""";7203162698;Продажи SKAI;Нет;Оказание медицинских услуг по организации и проведению круглосуточного дистанционного, с использованием специальных медицинских изделий предрейсового/послерейсового, предсменного/послесменного, а также в течение рабочего дня (смены) медицинского осмотра сотрудников;"всего 4 мо в день; привлечение третьих лиц разрешено";;;;;;;;;Москва;3;;
26 декабря 2025 г.;Не участвуем;223;ТМ;Электронный аукцион;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=19235462;ПАО МГТС;7710016640;Зимовская Е.;Нет;Приобретение услуг по проведению дистанционных медицинских предрейсовых и послерейсовых осмотров с использованием ПАК;"количество мо не указано; привлечениетретьих лиц разрешено";;;;;;;;;Москва;9;;
26 декабря 2025 г.;Не участвуем;44;СМТ;Запрос котировок;https://zakupki.gov.ru/epz/order/notice/zk20/view/common-info.html?regNumber=0373200554725000058;"ГБУ ""АВТОМОБИЛЬНЫЕ ДОРОГИ СВАО""";7717709594;;Да;"Оказание услуг по установке блоков бортового навигационно-связного оборудования и датчиков уровня топлива на транспортных средствах ГБУ ""Автомобильные дороги СВАО""";;;;;;;;;;Москва;;;
26 декабря 2025 г.;Не участвуем;44;СМТ;Электронный аукцион;https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0148300000625002307;АДМИНИСТРАЦИЯ БОГОРОДСКОГО ГОРОДСКОГО ОКРУГА;5031006040;;Да;Оказание услуг по сервисному обслуживанию системы мониторинга;только сервис 73 ед. терминалов, правообладатель ПО НИС;Другое;73;;;;;;;Московская область;;;
26 декабря 2025 г.;Не участвуем;44;ТМ;Запрос котировок;https://zakupki.gov.ru/epz/order/notice/zk20/view/common-info.html?regNumber=0848300062725000575;"МКУ ""УПРАВЛЕНИЕ В СФЕРЕ ЗАКУПОК""";5029206444;;Да;Оказание услуг по предрейсовому и послерейсовому медицинскому осмотру водителей c помощью ПАК (программно-аппаратным комплексом);"2 ПАК; запрет на привлечение не установлен";;;;;;;;;Московская область;;;
26 декабря 2025 г.;Не участвуем;ГК;ВА;Прочее;https://www.tektorg.ru/rosneft/procedures/17225436;"Общество с ограниченной ответсвенностью ""РН-ГРП""";8609016058;Антипин А.;Нет;Оказание услуг по оснащению транспортных средств системами мониторинга поведения водителей;плюс по потребности демонтаж 108 ед. тс: обратить внимание-нет ответа от ДФП;Общие требования;610;;;Общие требования;610;;;Новосибирская область;4;;
26 декабря 2025 г.;Не участвуем;ГК;СМТ;Прочее;https://www.tektorg.ru/market/procedures/17222995;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КАЛУГАНЕФТЕПРОДУКТ""";4029001011;Зимовская Е.;Нет;Оказание услуг мониторинга движения автотранспортных средств АО «Калуганефтепродукт»;Трансляция в ЕКТП и АО Глонасс ,установлены Смарт, Умка, Телтоника;Общие требования;53;Общие требования;6;;;Общие требования;2;Калужская область;1;;
26 декабря 2025 г.;Не участвуем;ГК;ТМ;Открытый конкурс;http://estore.gz-spb.ru/electronicshop/procedure/form/view/706540/;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТРАЛЬНОЕ УПРАВЛЕНИЕ РЕГИОНАЛЬНЫХ ДОРОГ И БЛАГОУСТРОЙСТВА""";7801732707;;Нет;Оказание услуг по проведению обязательных предрейсовых и послерейсовых медицинских осмотров с использованием медицинских изделий, обеспечивающих автоматизированную дистанционную передачу информации о состоянии здоровья работников и дистанционный контроль состояния их здоровья на 2026 год;"24 ед. ПАК; не установлен запрет на привлечение только граждане РФ";;;;;;;;;Санкт-Петербург;;;
26 декабря 2025 г.;Не участвуем;СНГ;СМТ;Запрос котировок;https://zakup.sk.kz/#/ext(popup:item/1178992/advert;"Товарищество с ограниченной ответственностью ""АЭС Шульбинская ГЭС""";970940002871;Жасталапов А.;Нет;Предоставление доступа к сервису «Система помощи водителю» (2026);Установлен терминал ФМБ 125, регистратор AT608, личный кабинет Виалон, количество тс не указано;Виалон;1;;;;;;;Республика Казахстан;1;;
29 декабря 2025 г.;Не участвуем;223;СМТ;Запрос предложений;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=19247146;"АО ""ЭНЕРГОТРАНССНАБ""";1435176330;Продажи SKAI;Нет;ОКПД2 33.13.11.000 Оказание услуг по сервисному обслуживанию навигационного оборудования (включая поставку оборудования и материалов, в т.ч. датчики уровня топлива, GPS модули), для нужд автотранспорта АО «Энерготрансснаб» в Республике Саха (Якутия) (Лот № 1011-ЭКСП ПРОД-2026-ЭТС);Плюс сервис (диагностика, восстановление работоспособности, монтажи и т.д.);;;Общие требования;150;;;Эскорт;200;Республика Саха (Якутия);1;;
29 декабря 2025 г.;Не участвуем;ГК;СМТ;Запрос котировок;https://market.rts-tender.ru/search/sell/9819501/request;"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ОМСКОЙ ОБЛАСТИ ""АВТОБАЗА ЗДРАВООХРАНЕНИЯ""";5506039040;;Нет;Оказание услуг по комплексному техническому обслуживанию системы мониторинга и управления автотранспортными средствами АРГО/ГлонассСофт, а также навигационных терминалов Navtelecom SMART-2XXX, Naviset GT-20, УМКА-3ХХ, емкостных датчиков уровня топлива ЭСКОРТ ТД-1ХХ, установленных на транспортных средствах Заказчика;Установлен Навтелеком, Умка, Нависет;Глонасссофт;130;;;;;;;Омская область;;;
29 декабря 2025 г.;Не участвуем;ГК;СМТ;Запрос предложений;https://www.nornickel.ru/suppliers/tenders/local/;"ПАО ""ГМК ""Норильский никель""
Заполярный транспортный филиал  (ЗТФ)";8401005730;Васильченко А.;Нет;20052766/1: 201 ТО ДУТ: Выполнение работ по техническому обслуживанию и ремонту оборудования датчиков уровня топлива (с применением МТР Исполнителя) и предоставление доступа к программному обеспечению Российского производства;По в реестре РФ, количество определяется заказчиком по заявкам, сервис терминалов Галилеоскай, ДУТ Техноком, блоки гальванической развязки, датчики контроля моточасов, индиктор объема топлива Омникомм;Техноком;1;Общие требования;1;;;Техноком;1;Красноярский край;21;;
29 декабря 2025 г.;Не участвуем;ГК;СМТ;Прочее;https://tender.lot-online.ru/etp/app/SmallPurchaseCard/page?SmallPurchaseCard.smallPurchaseEntity=MT%3Aprcreq19718u80000pmppo4gs7dpht2o;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЧУКОТЭНЕРГО""";8700000339;Бондарь Д.;Нет;ОКПД2 26.51.20.121 Аппаратура спутниковой навигации в системе «ЭРА-ГЛОНАСС;;;;АСН;7;;;;;Чукотский АО;1;;
29 декабря 2025 г.;Не участвуем;ГК;СМТ+ВА;Запрос предложений;https://new.etpgpb.ru/procedures/etp/1205290-okazanie-kompleksa-uslug-po-osnascheniyu-vklyuchaya-ustanovku-zamenu-remont-i-obsluzhivanie-transportnyh-sredstv-tahografami-tehnicheskimi-sredstvami-sputnikovogo-monitoringa-transporta-apparaturoy-sputnikovoy-navigatsii-s-peredachey-informatsii-v-gais-era-glonass-tehnicheskimi-sistemami-intellektualnogo-videonablyudeniya-dlya-obekta-stroitelstvo-zavoda-grafitirovannyh-elektrodov-na-territorii-svobodnoy-ekonomicheskoy-zony-avangard-g-omsk-vozvedenie-vremennyh-zdaniy-i-sooruzheniy-v-sosta/;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГСП ЦЕНТР""";7810443275;Антипин А.;Нет;Оказание комплекса услуг по оснащению (включая установку, замену, ремонт и обслуживание) транспортных средств тахографами, техническими средствами спутникового мониторинга транспорта, аппаратурой спутниковой навигации с передачей информации в ГАИС «ЭРА-ГЛОНАСС», техническими системами интеллектуального видеонаблюдения для объекта: «Строительство завода графитированных электродов на территории свободной экономической зоны «Авангард» г. Омск;"Плюс диспетчеризация, монтажи и доставка; обратить внимание-нет ответа от ДФП";Общие требования;17;;;Общие требования;17;;;Санкт-Петербург;3;;
29 декабря 2025 г.;Не участвуем;СНГ;СМТ;Запрос котировок;https://eep.mitwork.kz/ru/publics/buy/178325;"ТОО ""ЭНЕРГОСИСТЕМА""";030840004016;;Нет;Услуги мониторинга за автотранспортными средствами посредством системы GPS мониторинга на 2026 год;тарировка 75 ед. ДУТ, плюс установка (монтаж), без поставки;Общие требования;305;;;;;Эскорт;100;Республика Казахстан;;;
29 декабря 2025 г.;Не участвуем;СНГ;СМТ;Запрос котировок;https://eurasiantech-tender.kz/Purchase/Index/65647;АО Талдыкорганская акционерная транспортно-электросетевая компания;980140000600;;Нет;Закуп «Услуги мониторинга автотранспортных средств с применением средств GPS» на 2026 год;архив хранения 400 к.д.;Виалон;115;;;;;;;Республика Казахстан;;;
29 декабря 2025 г.;Не участвуем;СНГ;СМТ;Запрос котировок;https://goszakup.gov.kz/ru/announce/index/15844654;"980840000863 Государственное коммунальное предприятие ""Костанайская теплоэнергетическая компания"" акимата города Костаная государственного учреждения ""Отдел жилищно-коммунального хозяйства, пассажирского транспорта и автомобильных дорог акимата города Костаная""";980840000863;;Нет;Услуги мониторинга за автотранспортными средствами (СМ) на 2026 года;"поздно найденная закупка;  установка ПО по заявке";Общие требования;67;;;;;;;Республика Казахстан;;"GPS Monitoring
Мониторинг плюс
Multitrack
EasyHelp"; GPS Monitoring
29 декабря 2025 г.;Не участвуем;СНГ;СМТ;Запрос котировок;https://goszakup.gov.kz/ru/announce/index/15860125;"041140003314 Акционерное общество ""Астана-Теплотранзит""";041140003314;;Нет;ЭГЗ способом запроса ценовых предложений/обслуживание радиомониторинга;"поздно найденная закупка; Установлены Навтелеком, ДУТ Миелта Зонд, Миелта Катана, Micro Line Калибр М.";Общие требования;130;;;;;;;Республика Казахстан;;"Спектрум
ИП ЛиК";Спектрум
29 декабря 2025 г.;Не участвуем;СНГ;СМТ;Открытый конкурс;https://zakup.sk.kz/#/ext(popup:item/1175354/advert;"Акционерное общество ""Казахстанская компания по управлению электрическими сетями"" (Кazakhstan Electricity Grid Operating Company) ""KEGOC""";970740000838;Васильченко А.;Нет;«Услуга спутникового контроля за транспортными средствами;;Общие требования;401;Общие требования;401;;;;;Республика Казахстан;8;;
30 декабря 2025 г.;Не участвуем;44;СМТ;Электронный аукцион;https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0322400003325000078;"АМУРСКИЙ ФИЛИАЛ ФГБУ ""ГЛАВРЫБВОД""";7708044880;;Да;Оказание услуг по сопровождению ранее установленного навигационного программного обеспечения и техническому обслуживанию систем спутникового контроля транспорта ГЛОНАСС/GPS;;ТИС;77;;;;;;;Хабаровский край;;;
30 декабря 2025 г.;Не участвуем;44;СМТ;Электронный аукцион;https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0850200000425002388;"ГОКУ МЦ ""РЕЗЕРВ""";5321047257;;Да;Оказание услуг по мониторингу и обслуживанию автотранспортных средств с использованием технологий спутниковой навигации ГЛОНАСС/GPS;плюс монтажи и прошивка на сервере ПО;Другое;114;Общие требования;114;;;;;Новгородская область;;;
30 декабря 2025 г.;Не участвуем;44;ТМ;Электронный аукцион;https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0173200023625000045;ДТИУ ГОРОДА МОСКВЫ;7710881420;;Да;Оказание услуг по прохождению дистанционного предрейсового медицинского осмотра водителей с предоставлением телеметрического оборудования;12 ПАК на 3 года, запрет на привлечение отсутствует;;;;;;;;;Москва;;;
30 декабря 2025 г.;Не участвуем;ГК;СМТ;Запрос предложений;https://www.b2b-center.ru/market/view.html?id=4284980&utm_source=seldon&utm_medium=referral&utm_campaign=ref_id;"ООО ""КАРЕЛИАН ВУД КАМПАНИ""";1001145586;;Нет;Закупка услуг по установке, диагностике, обслуживанию и ремонту спутникового навигационного оборудования ООО «Карелиан Вуд Кампани» (услуги по установке, диагностике, обслуживанию и ремонту спутникового навигационного оборудования);сервис (демонтаж, монтаж, диагностика треминалов и дут, устройств наклона и т.д.);;;;;;;;;Республика Карелия;;;
30 декабря 2025 г.;Не участвуем;ГК;СМТ;Объявление о покупке;https://sberb2b.ru/request/supplier/preview/605462ad-540a-4e62-85c8-df9f33b9bc99;"ГБУ РО ""ОСПК""";6230009094;;Нет;Оказание услуг по выполнению монтажа системы мониторинга. срочно;количество тс не указано, только монтажи;;;;;;;;;Рязанская область;;;
30 декабря 2025 г.;Не участвуем;ГК;СМТ;Прочее;https://www.tender.pro/api/tender/1129463/view_public;"Акционерное общество ""РУСАЛ Саяногорский Алюминиевый Завод""";1902014500;Семеренко И.;Нет;ОСНАЩЕНИЕ ДИЗЕЛЬНОЙ ТЕХНИКИ УОЭ ДОП АО «РУСАЛ САЯНОГОРСК» СИСТЕМАМИ: СПУТНИКОВОГО МОНИТОРИНГА, КОНТРОЛЯ РАСХОДА ТОПЛИВА, ВИДЕОНАБЛЮДЕНИЯ И РЕГИСТРАЦИИ (id1129463);сервисы и ремонты терминалов и дут;;;;;;;;;Республика Хакасия;1;;
30 декабря 2025 г.;Не участвуем;ГК;ТМ;Мелкая закупка;https://zakupki.rosatom.ru/?link=procurements&obj_id=KLVkSuS1EfCWZPoWPqP95Q%3D;"АО ""Росатом Стекловолокно""";3304001361;Продажи SKAI;Нет;Оказание услуг по проведению медицинских осмотров (предсменные, предрейсовые, послесменные, послерейсовые) с использованием медицинских изделий, обесп;от 60 до 300 медосмотров в месяц, привлечение третьих лиц разрешено, аренда ПАК Medscreener 001;;;;;;;;;Владимирская область;;;
30 декабря 2025 г.;Не участвуем;СНГ;СМТ;Запрос котировок;https://zakup.sk.kz/#/ext(popup:item/1177327/advert;"Товарищество с ограниченной ответственностью ""Аппак""";050740000945;;Нет;Услуги мониторинга за автотранспортными средствами посредством системы GPS-мониторинга;поздно найденная закупка;Омникомм;55;;;;;;;Республика Казахстан;;Omnicomm Alliance KZ;Omnicomm Alliance KZ
30 декабря 2025 г.;Не участвуем;СНГ;СМТ;Открытый конкурс;https://zakup.sk.kz/#/ext(popup:item/1172950/advert;"Товарищество с ограниченной ответственностью ""Магистральный Водовод""";171240027113;Продажи SKAI;Нет;"Закуп ""Услуги мониторинга за автотранспортными средствами посредством системы GPS-мониторинга"" для нужд ТОО ""Магистральный Водовод""";"поздно найденная закупка; плюс диспетчеризация";Общие требования;51;;;;;;;Республика Казахстан;;"Alchin
СКВИД";Сквид
31 декабря 2025 г.;Не участвуем;СНГ;СМТ;Запрос котировок;https://zakup.sk.kz/#/ext(popup:item/1177857/advert;"Товарищество с ограниченной ответственностью ""Ауыл Телеком""";010140001382;;Нет;Закуп (Услуги мониторинга за автотранспортными средствами посредством системы GPS-мониторинга) ВТК 182;"поздно найденная закупка; терминалы Quectel MC60, Модуль GSM Quectel MC60, аренда";Общие требования;28;Другое;28;;;;;Республика Казахстан;;"Лот №4-Алина Трейд, Alchin
выиграл Алина Трейд 184 000;
Лот№6-Alchin, выиграл 190 000;
Лот №1-17-0 заявок;
Лот №14-АлинаТрейд,Alchin выиграл Alchin 297 000;";
5 января 2026 г.;Не участвуем;СНГ;СМТ;Запрос котировок;https://goszakup.gov.kz/ru/announce/index/15880261;"990240002720 Государственное коммунальное предприятие на праве хозяйственного ведения ""Жамбылская областная станция скорой медицинской помощи управления здравоохранения акимата Жамбылской области""";990240002720;;Нет;Услуги мониторинга за автотранспортными средствами посредством системы GPS-мониторинга;поздно найденная закупка, плюс монтажи ДУТ по заявкам (без поставки);Другое;126;Общие требования;126;;;Общие требования;20;Республика Казахстан;;"KULAGER LTD
Alchin";KULAGER LTD
8 января 2026 г.;Не участвуем;СНГ;СМТ;Открытый конкурс;https://zakup.sk.kz/#/ext(popup:item/1179902/advert;"Акционерное общество ""Эмбамунайгаз""";120240021112;Мушатов Н.;Нет;Услуги по сопровождению GPS-мониторинга автотранспортов для производственных структурных подразделений АО «Эмбамунайгаз»;поздно найденная закупка;Общие требования;355;Общие требования;1;;;;;Республика Казахстан;1;;
12 января 2026 г.;Не участвуем;223;СМТ;Закупка у единственного поставщика;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=19253017;"АО ""СПЕЦАВТОХОЗЯЙСТВО""";3849067674;;Нет;Выполнение монтажа, наладки бортового оборудования;сервис оборудования;;;;;;;;;Иркутская область;;Информсервис;Информсервис
12 января 2026 г.;Не участвуем;223;СМТ;Закупка у единственного поставщика;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=19257073;"АО ""КРЫМЭКОРЕСУРСЫ""";9102299072;;Нет;Оказание услуг по предоставлению доступа к локальному серверу мониторинга транспорта с использование Программы Глонасс;цена за 1 ТС - 175 руб;Другое;450;;;;;;;Республика Крым;;КОМПАНИЯ ГЛОНАСС-КРЫМ;КОМПАНИЯ ГЛОНАСС-КРЫМ
12 января 2026 г.;Не участвуем;223;СМТ;Запрос предложений;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=19254609;"ПАО ""РОССЕТИ ТОМСК""";7017114672;Семеренко И.;Нет;Выполнение работ по обслуживанию систем спутникового мониторинга транспорта «Omnicomm» и тахографов;сервис оборудования омникомм и тахографов;;;;;;;;;Томская область;2;;
12 января 2026 г.;Не участвуем;223;СМТ;Электронный аукцион;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=19254285;"ГУП РМЭ ""ТТ""";1215015760;;Да;Оказание услуг по мониторингу и сопровождению в спутниковой системе мониторинга транспорта «Пилот»;"Пилот. В том числе пассажиропоток и оборудование ""автокондуктор""";Другое;90;;;;;;;Республика Марий Эл;;;
12 января 2026 г.;Не участвуем;44;СМТ;Прочее;https://zakupki.mos.ru/need/5869787;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ГОРОДСКОГО ХОЗЯЙСТВА"" ГОРОДА НОЯБРЬСКА";8905067285;;Нет;Оказание услуг по обслуживанию систем мониторинга транспорта;завершено без заявок;Общие требования;75;;;;;;;Ямало-Ненецкий АО;;;
12 января 2026 г.;Не участвуем;44;СМТ;Электронный аукцион;https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0108500000425007080;КОМИТЕТ ЗАКУПОК РЕСПУБЛИКИ МАРИЙ ЭЛ;1200008200;;Нет;Оказание услуг по ежемесячному абонентскому обслуживанию систем спутникового мониторинга, установленных на автотранспортные средства и абонентскому обслуживанию систем мониторинга, дозовых выдач топлива ТРК АИ-92 и ТРК АИ-95 Государственного бюджетного учреждения Республики Марий Эл «Автобаза Правительства Республики Марий Эл»;требование сертификатов об обучении от Экзотрон Технолоджи и от Топаз;Глонасссофт;99;;;;;;;Республика Марий Эл;;;
12 января 2026 г.;Не участвуем;ГК;СМТ;Прочее;https://www.tender.pro/api/tender/1133741/view_public;Улан-Удэнский локомотивовагоноремонтный завод -филиал АО Желдорреммаш;7715729877;Продажи SKAI;Нет;На оказанию услуг информационно-технического обслуживания абонентских терминалов на транспортных средствах (id1133741);замена 10 терминалов;;;Общие требования;10;;;;;Республика Бурятия;1;;
12 января 2026 г.;Не участвуем;ГК;СМТ;Прочее;https://www.tender.pro/api/tender/1133742/view_public;Улан-Удэнский локомотивовагоноремонтный завод -филиал АО Желдорреммаш;7715729877;Продажи SKAI;Нет;По оказанию услуг информационно-технического обслуживания абонентских терминалов на транспортных средствах. (id1133742);замена 36 терминалов;;;Общие требования;36;;;;;Республика Бурятия;1;;
12 января 2026 г.;Не участвуем;ГК;ТМ;Открытый конкурс;http://agat-group.com/about/purchasing/;ГК Агат;9715305230;;Нет;Медицинский дистанционный предрейсовый мед. осмотр ООО Горизонт, Нижегородская область.;количество осмотров порядка 1200-1300 / месяц. В зимние - меньше, необходима опция перехода на абонентскую плату с меньшей стоимостью.;;;;;;;;;Нижегородская область;;;
